3,4,10,16,27,34,36
2,4,8,12,15,22,26
3,6,9,10,15,32,33
4,17,25,26,28,33,35
4,17,19,21,22,29,37
2,3,4,15,17,19,21
4,9,12,26,27,32,39
1,10,16,22,24,32,35
7,10,12,16,17,23,26
8,11,17,19,31,35,38
6,18,21,26,30,35,37
3,5,6,19,28,32,35
3,4,8,21,25,34,38
2,4,8,12,20,27,37
4,5,6,15,20,24,35
4,5,6,8,12,16,39
7,8,15,24,25,26,32
6,20,30,32,33,35,36
8,15,16,23,29,35,37
3,10,11,14,25,31,35
3,13,15,19,21,23,33
3,14,25,32,33,35,37
7,8,18,20,24,28,38
6,8,9,23,32,33,36
2,3,14,21,25,29,31
1,14,22,23,25,29,38
2,3,6,9,11,13,38
4,11,13,17,27,29,30
3,12,13,14,15,29,34
10,17,21,23,26,30,32
3,6,14,19,29,30,36
1,6,10,18,22,27,31
2,7,9,14,19,22,39
6,9,10,18,26,30,34
3,6,8,11,13,19,31
2,7,8,17,23,30,32
12,15,17,22,29,31,37
6,12,16,17,22,23,39
2,11,12,22,31,32,33
6,14,20,22,27,37,38
16,18,23,25,30,37,39
11,14,16,22,24,32,34
10,11,18,23,26,33,39
3,5,8,9,11,15,28
7,21,26,30,34,35,36
14,15,21,28,30,35,37
9,11,13,15,17,30,37
1,7,10,14,17,21,27
1,7,13,18,28,38,39
5,9,11,19,24,32,35
2,14,18,24,26,30,37
1,14,15,20,23,32,37
2,4,12,23,25,26,35
3,8,17,18,21,29,35
3,4,11,13,25,26,35
15,16,20,24,27,36,39
1,6,13,19,29,34,37
3,6,8,9,18,36,39
1,7,8,13,16,17,28
9,15,20,24,25,33,35
1,4,10,17,24,32,33
15,22,24,25,28,33,34
4,11,12,16,21,24,30
3,8,9,13,14,21,38
3,10,15,21,34,35,37
3,7,11,29,30,31,34
1,10,14,19,34,36,39
1,3,4,7,8,22,39
14,20,23,25,26,28,33
5,9,12,16,21,37,38
11,31,32,33,37,38,39
15,21,24,26,31,34,37
7,12,18,19,27,30,38
1,5,8,15,20,23,34
7,8,12,13,14,17,28
3,6,21,29,31,35,36
3,4,6,11,20,29,33
10,20,24,26,27,35,38
16,20,24,33,35,37,39
1,4,6,7,16,17,26
4,7,11,16,19,27,33
4,5,17,18,27,36,39
4,6,7,9,21,23,24
3,5,6,28,34,37,39
3,5,17,25,26,30,32
3,10,14,18,23,24,32
11,16,17,19,22,30,38
6,15,16,18,19,25,29
5,10,12,23,27,28,30
1,6,23,31,33,35,38
4,10,13,15,20,27,39
4,22,24,25,26,32,35
2,7,17,22,29,38,39
1,7,9,14,24,25,34
2,3,11,12,15,29,39
4,11,12,13,17,23,38
4,22,23,26,27,32,35
3,11,13,17,21,29,32
2,3,7,15,17,19,22
4,8,10,14,22,29,33
5,8,9,10,19,20,38
8,9,10,15,29,30,33
1,6,7,18,19,31,38
1,4,11,26,31,35,36
1,5,6,11,14,17,28
1,5,14,26,30,32,34
2,9,18,20,26,29,31
1,7,9,12,21,28,35
2,6,17,19,26,30,32
2,3,8,9,18,22,35
2,16,22,25,29,34,35
3,9,19,20,34,35,38
4,12,13,17,25,35,39
6,21,22,33,34,36,38
2,5,11,22,30,32,38
5,7,20,24,25,33,39
5,9,16,17,20,22,34
1,5,13,14,15,30,31
3,16,18,22,24,28,36
5,8,16,29,33,35,37
4,7,9,10,13,15,29
18,21,24,26,29,30,38
10,11,12,14,15,18,25
4,13,18,21,31,35,38
5,16,19,22,23,25,33
2,12,13,26,30,33,37
4,8,21,23,24,26,37
2,5,26,28,34,36,39
9,12,20,26,29,34,36
2,5,6,15,17,19,27
3,4,16,28,35,36,39
15,22,24,30,31,32,34
1,8,19,22,24,25,29
6,11,12,17,22,27,28
7,10,11,23,26,33,38
11,12,14,23,28,31,36
2,5,8,15,22,27,35
6,8,11,21,23,25,38
3,10,19,24,27,34,36
5,15,17,18,24,31,35
7,8,13,22,31,37,38
2,4,18,19,23,27,36
1,7,9,15,18,27,36
1,7,8,9,12,23,28
1,3,8,12,15,23,32
8,10,11,12,18,24,38
12,13,21,23,24,26,27
5,7,10,12,16,18,23
2,13,15,16,25,31,34
1,2,7,14,17,19,20
12,13,15,18,26,27,28
1,2,13,20,30,33,34
5,11,15,20,31,32,35
1,2,3,7,22,27,37
10,12,13,18,21,32,36
7,10,20,24,26,27,39
3,8,17,22,25,28,29
3,6,9,14,24,28,32
5,8,12,25,29,36,37
5,13,16,23,28,32,36
1,10,13,17,22,35,39
15,21,22,28,33,35,36
2,18,22,24,30,31,38
4,6,10,29,32,38,39
3,4,9,12,13,32,37
1,20,22,28,31,32,36
1,7,11,16,17,21,39
3,5,6,9,11,16,31
1,11,12,22,24,28,32
2,17,24,26,32,33,38
10,14,26,27,32,33,36
2,16,26,28,30,38,39
5,9,12,18,22,23,25
2,13,18,21,31,35,38
7,10,21,28,35,36,37
1,6,12,16,29,35,36
6,9,10,11,25,30,38
5,11,13,20,22,28,34
1,5,7,11,19,31,33
11,13,15,24,26,27,39
3,11,13,18,19,24,27
1,9,13,17,20,27,39
1,5,13,16,17,26,30
1,3,4,22,24,29,34
7,13,15,26,32,33,38
1,3,10,11,26,30,37
4,9,17,18,22,23,25
7,22,30,31,33,36,37
3,18,20,21,32,35,36
5,17,20,24,29,35,38
4,5,15,17,18,19,28
10,18,30,31,34,37,38
1,13,15,21,22,23,35
2,8,15,18,23,25,37
1,9,20,22,25,27,32
5,8,14,19,26,34,38
1,6,9,18,23,25,26
5,8,16,21,23,31,33
4,7,10,14,15,18,20
14,17,20,24,26,29,35
3,19,20,27,31,38,39
2,8,9,12,13,15,28
5,7,10,19,23,28,30
1,7,13,14,31,32,33
3,6,9,19,21,34,37
18,19,20,25,29,31,38
1,4,17,23,25,30,38
2,4,7,16,32,34,35
10,16,17,20,21,24,30
15,18,20,24,25,28,35
2,8,12,21,22,34,35
4,17,21,30,34,35,37
3,4,8,11,19,20,32
3,14,15,24,30,33,37
6,10,19,22,26,31,32
12,15,16,18,21,30,32
2,3,9,21,27,34,35
2,4,6,18,25,31,39
7,9,15,16,18,30,37
19,23,24,25,28,30,31
1,7,17,26,35,36,38
6,16,21,23,28,29,31
2,10,11,20,22,25,28
1,7,8,10,30,31,38
6,19,21,27,28,32,35
7,9,15,22,23,31,36
2,6,12,20,23,27,33
6,7,9,13,31,32,38
3,5,10,22,33,36,37
4,9,18,20,35,36,37
3,5,7,11,25,29,34
8,11,16,17,18,34,39
12,15,21,24,28,32,34
2,3,6,13,17,28,33
6,10,12,26,27,29,39
4,11,17,20,29,30,39
3,11,23,27,32,33,38
16,19,24,25,34,35,38
4,17,19,23,31,33,36
17,20,22,28,31,33,37
2,5,16,17,35,38,39
9,15,21,24,28,31,39
5,8,10,15,21,28,30
2,7,8,19,30,32,36
1,2,3,10,23,24,35
1,7,20,29,35,36,38
5,8,9,10,22,28,36
7,8,19,20,21,33,34
4,5,22,28,35,38,39
2,9,11,12,13,31,32
3,9,10,12,20,24,25
3,18,21,26,27,28,33
1,2,3,19,21,24,35
1,2,3,16,18,29,32
3,7,15,21,22,34,38
17,19,23,31,34,35,36
2,3,9,20,21,24,27
10,11,16,24,28,30,35
1,2,11,20,21,22,37
5,8,10,28,31,36,38
5,8,13,23,24,27,32
17,24,26,27,28,32,38
3,9,10,12,16,18,27
8,9,15,19,26,32,38
1,5,9,10,13,25,30
11,17,22,23,26,28,39
2,4,5,23,26,29,39
13,15,22,26,28,38,39
7,15,24,28,33,35,36
4,12,17,20,21,35,39
6,8,12,20,21,24,28
1,10,20,21,22,32,34
3,10,23,27,32,34,35
1,11,23,26,29,31,33
5,6,20,32,33,35,37
2,3,10,14,18,24,29
6,9,12,15,18,21,38
4,14,18,21,24,34,37
2,6,7,13,19,27,31
9,10,14,20,23,37,38
12,15,16,22,23,27,34
3,4,13,25,29,36,37
4,14,16,17,36,37,39
1,6,18,24,32,36,38
1,4,11,20,27,30,33
6,8,20,27,31,32,33
2,4,5,9,17,32,36
6,15,24,28,32,34,39
9,10,25,26,29,31,35
2,13,17,18,19,31,37
5,8,10,11,16,21,24
5,6,10,11,16,17,36
11,25,26,29,30,36,39
1,12,13,15,18,31,35
14,17,18,21,23,28,39
12,14,28,34,35,37,39
9,12,22,24,25,28,29
1,3,16,22,25,27,39
7,14,22,26,34,35,38
3,7,13,21,24,34,35
10,12,18,26,32,34,37
4,6,16,27,28,33,36
3,8,10,12,19,20,30
1,11,12,13,19,22,33
8,10,18,22,24,27,31
7,9,17,19,21,33,37
7,12,23,28,30,33,36
5,6,15,22,23,32,38
7,16,20,27,30,37,39
8,15,16,21,31,32,36
2,6,21,22,26,29,37
8,13,21,23,24,37,38
1,3,10,12,23,29,32
7,17,23,24,26,31,39
3,5,6,11,28,33,38
5,9,11,18,20,25,26
3,4,11,12,17,29,36
1,5,12,18,24,26,32
1,5,7,20,23,24,33
5,8,16,17,18,28,30
2,3,27,30,37,38,39
7,13,17,21,26,36,37
14,23,25,33,35,38,39
2,7,10,12,16,24,28
9,22,25,31,34,35,39
1,3,6,7,8,25,26
2,5,9,11,25,27,38
2,3,4,6,8,24,35
8,10,12,20,33,36,39
3,6,12,14,24,25,38
8,11,14,15,22,24,36
6,7,9,26,35,36,39
1,4,20,22,23,25,38
2,3,9,27,32,35,38
6,17,20,26,33,37,39
8,11,16,20,25,30,34
3,16,18,22,30,35,39
8,19,20,22,26,30,39
2,6,8,12,24,29,34
1,2,6,9,11,20,22
3,5,7,12,20,27,32
5,7,13,15,28,29,35
6,8,10,20,24,29,36
1,10,19,22,24,30,32
8,11,20,23,26,34,38
9,25,28,31,32,35,36
10,13,19,20,24,33,35
1,2,3,17,18,24,25
4,5,7,12,13,14,38
8,10,25,28,30,32,36
15,20,24,27,29,34,35
6,18,26,29,30,35,38
9,11,13,19,21,23,26
2,6,7,14,28,34,35
14,17,18,22,23,25,34
2,4,11,21,34,37,39
3,5,9,27,29,31,38
3,6,7,14,19,23,39
5,6,15,17,20,26,30
4,17,18,24,32,34,39
3,13,19,21,24,34,37
4,8,12,21,26,33,39
1,16,17,19,22,27,36
4,6,15,31,32,34,35
2,5,16,18,19,29,39
1,7,8,20,30,33,37
7,9,10,12,25,32,37
5,8,9,22,26,30,37
1,6,19,20,29,32,39
9,10,27,28,30,32,33
8,11,13,14,18,20,22
3,21,24,27,30,36,38
4,6,13,18,19,31,33
3,5,13,21,24,26,36
2,5,7,10,14,24,33
15,16,19,20,28,32,37
3,11,17,18,22,24,26
6,7,13,23,29,33,34
2,4,23,24,36,37,38
8,15,16,18,33,35,39
9,10,13,16,25,30,37
7,9,12,17,25,29,32
5,6,19,27,29,37,39
18,21,24,27,30,32,37
13,14,15,18,33,38,39
2,4,9,24,25,36,37
3,4,6,14,20,21,25
4,11,17,27,33,34,38
11,13,16,18,27,28,36
8,13,20,33,34,36,38
6,7,13,20,23,24,38
1,8,9,13,29,32,38
11,12,20,21,23,36,37
11,13,14,17,22,32,36
13,19,20,23,24,27,36
2,15,17,23,29,32,36
2,8,11,21,28,29,30
2,13,24,26,29,30,31
1,5,13,16,20,26,34
3,8,12,13,20,21,32
9,10,22,23,29,31,34
1,8,12,18,23,26,29
1,4,8,9,29,32,36
6,10,21,24,34,36,37
16,17,23,24,25,27,33
3,8,12,14,16,17,31
3,6,7,13,17,22,33
5,12,15,20,21,22,32
6,8,11,24,25,29,33
1,13,16,18,19,37,38
10,11,13,20,22,25,31
3,11,13,16,28,36,37
8,10,16,18,19,20,30
1,3,4,8,12,31,35
8,15,16,21,25,28,38
3,12,22,23,26,34,35
2,13,17,20,23,25,39
7,17,18,19,33,35,36
4,6,16,26,30,38,39
4,8,9,12,14,19,31
9,10,12,13,21,23,35
11,16,17,22,24,28,37
3,11,17,22,23,32,35
3,5,14,15,17,29,34
1,2,7,10,17,18,26
2,11,14,25,27,32,33
5,11,14,16,22,28,33
4,6,16,26,27,29,36
1,8,14,20,22,34,35
2,10,12,20,30,33,37
4,11,26,32,34,38,39
6,11,17,29,36,38,39
8,15,16,23,27,28,39
5,6,8,17,33,34,36
2,10,21,24,26,34,38
2,5,8,14,20,34,37
2,5,7,8,21,27,30
8,14,17,20,23,35,39
2,19,20,21,22,24,34
8,11,16,19,23,28,37
8,11,14,21,22,30,31
9,11,17,22,24,31,36
5,9,10,16,20,28,30
1,9,11,18,22,28,36
1,10,14,22,24,30,38
9,15,18,23,24,29,30
19,21,25,30,31,32,33
2,14,31,32,33,36,39
16,26,29,30,35,36,39
4,8,9,18,23,28,29
6,11,16,32,36,38,39
1,2,10,16,26,28,33
14,16,17,23,29,32,33
4,7,8,11,16,24,26
7,11,23,25,30,32,37
3,5,14,21,26,32,34
8,16,19,23,28,32,34
1,4,13,16,23,24,32
1,9,18,19,27,28,30
3,12,29,32,33,36,38
3,9,11,13,26,32,33
3,9,13,14,22,27,39
1,8,11,13,31,33,35
7,13,14,16,22,26,37
1,2,9,20,21,24,25
3,10,13,16,23,25,32
16,22,24,26,27,34,39
3,5,6,13,16,35,36
5,22,23,28,29,30,39
1,5,7,20,28,32,37
5,12,15,17,35,36,38
1,2,3,18,30,33,39
2,7,10,12,27,35,36
29,17,36,24,38,27,32
28,2,22,25,37,38,29
6,4,14,18,11,29,20
13,34,8,20,26,37,31
17,4,15,9,22,29,23
20,13,16,18,31,12,9
31,39,5,32,36,17,11
3,26,34,33,9,15,7
18,27,19,20,36,38,11
36,11,39,37,34,2,21
36,20,24,12,33,25,7
6,4,37,19,32,34,23
4,17,15,39,23,1,21
21,23,5,39,26,36,31
21,20,10,38,16,29,24
24,6,26,21,19,11,30
28,11,35,13,12,6,16
39,25,10,14,15,33,12
18,19,30,36,1,31,27
32,23,4,3,29,21,22
33,38,32,35,15,29,24
21,11,22,16,25,23,15
11,27,7,34,23,1,10
20,28,29,4,5,19,7
24,30,4,12,25,16,37
38,25,14,20,23,9,37
28,27,5,20,29,3,37
6,37,30,20,35,7,26
6,29,36,15,27,22,8
2,13,16,20,24,26,30
8,22,2,1,25,16,17
4,13,25,15,3,37,2
10,33,15,7,26,3,9
8,34,10,25,15,36,26
35,14,8,38,12,2,27
17,34,23,38,31,6,21
19,4,9,31,36,35,23
17,16,36,23,31,2,5
33,9,6,23,34,10,32
25,2,13,7,5,37,39
31,24,6,9,32,13,20
16,20,37,18,5,21,28
28,33,38,5,12,21,22
10,3,6,2,25,5,28
7,26,17,16,5,6,23
39,10,6,23,32,13,12
23,4,10,37,9,19,15
1,29,3,22,20,12,35
8,19,29,15,33,9,28
16,15,11,14,39,38,31
34,15,23,17,37,27,9
38,23,26,30,9,18,33
10,12,15,16,19,21,28
10,15,21,27,28,29,37
6,17,20,21,26,28,35
7,11,13,18,22,23,31
4,15,22,24,29,36,37
6,8,10,14,25,32,34
4,12,14,19,21,22,25
6,9,13,27,31,34,39
8,10,11,25,33,36,38
5,10,12,19,21,35,39
1,3,7,21,24,33,35
4,14,17,19,24,28,36
9,11,15,18,19,31,33
3,9,17,22,23,24,30
12,13,14,17,19,33,37
8,9,10,14,25,29,30
5,11,15,17,31,34,35
2,11,23,24,26,37,38
1,4,6,21,26,28,29
6,14,28,29,31,38,39
3,10,12,14,16,24,35
24,26,30,31,34,35,39
2,12,16,17,24,27,31
3,8,15,32,33,35,39
1,8,11,13,16,31,37
5,8,19,27,32,35,37
1,2,8,13,17,24,38
21,25,26,28,31,32,38
1,9,14,16,17,19,28
5,11,12,17,18,26,39
2,7,8,18,23,25,27
8,15,16,19,20,24,36
4,9,13,18,35,36,38
4,9,18,24,25,36,38
1,7,13,14,20,22,25
7,10,21,31,33,35,39
6,16,18,29,35,37,38
9,11,18,25,29,38,39
4,7,16,18,21,28,37
8,9,11,17,19,24,35
18,29,34,36,37,38,39
9,12,18,23,24,33,34
11,15,16,19,24,29,33
8,13,14,19,21,22,24
4,8,10,24,34,37,39
9,13,16,20,24,33,39
3,4,10,11,13,15,22
7,8,15,25,26,28,33
7,13,20,22,23,25,34
8,9,19,23,25,28,33
5,13,23,25,28,31,39
5,12,14,16,21,26,38
2,5,12,20,22,23,28
6,13,24,26,27,30,38
2,12,16,26,29,33,34
4,6,14,19,25,28,37
3,5,18,26,29,34,37
4,7,8,14,26,32,33
1,2,11,24,27,32,39
8,14,16,29,32,36,39
5,15,19,22,27,30,35
3,4,10,21,23,25,35
4,7,16,18,19,21,23
2,3,18,22,24,29,38
1,2,10,27,28,36,39
4,7,10,15,31,33,35
1,14,16,19,22,27,32
3,4,6,21,23,24,32
4,5,13,18,19,25,28
7,11,15,21,26,33,36
12,16,17,19,22,35,39
1,5,6,15,21,27,36
7,11,17,18,23,34,39
8,10,19,20,27,29,39
12,16,26,28,33,35,36
6,12,14,15,19,27,30
12,16,17,20,26,29,34
2,7,17,24,25,28,38
9,12,31,32,35,37,38
7,8,12,18,23,25,35
3,6,11,21,22,32,38
5,7,17,26,27,28,32
2,3,5,6,11,22,24
1,4,18,22,30,38,39
4,5,20,22,24,31,37
7,14,15,16,24,28,31
3,4,6,8,10,29,34
1,6,7,8,13,31,35
5,7,13,18,19,30,36
2,4,7,13,20,26,34
3,10,11,25,33,36,37
2,12,13,17,22,30,35
8,18,21,23,29,30,31
1,7,8,13,21,23,37
13,19,25,32,34,35,37
4,7,13,14,19,27,39
3,5,19,21,25,37,39
7,8,16,18,22,26,31
3,13,20,22,27,31,34
4,8,15,21,22,23,34
9,16,20,23,24,38,39
4,15,19,22,26,29,39
12,23,27,30,32,33,36
11,12,16,22,24,29,33
2,5,8,16,22,23,33
5,15,19,22,29,33,34
4,5,17,21,33,38,39
8,13,18,21,25,34,36
1,6,8,10,14,16,39
1,8,15,19,28,29,30
5,22,26,27,30,35,39
7,8,12,21,23,26,37
1,11,19,25,27,28,31
11,18,20,32,33,34,38
8,10,13,22,28,38,39
7,11,12,21,23,26,29
6,7,14,15,21,24,36
16,26,27,30,31,32,34
8,13,18,23,24,32,37
3,7,12,16,22,24,31
2,8,13,22,28,37,38
3,6,16,25,29,36,37
9,14,18,23,31,32,38
7,9,11,18,24,27,32
12,19,25,27,30,35,39
1,5,19,22,24,26,37
10,15,21,22,30,32,35
1,5,11,12,22,31,36
1,6,23,26,29,30,38
7,8,9,17,19,23,33
7,12,16,25,28,35,39
3,18,22,23,34,35,36
12,13,20,25,27,34,35
21,23,25,32,33,35,36
11,14,20,22,24,26,33
5,15,18,20,26,29,38
2,5,9,12,19,28,30
1,3,5,8,10,37,38
3,5,11,16,28,38,39
8,9,13,18,22,26,33
7,11,14,16,21,22,31
10,12,15,19,20,25,32
13,17,20,23,25,27,30
12,19,21,26,28,33,39
2,11,15,17,23,25,26
7,13,14,24,25,31,36
2,3,5,12,15,17,25
5,12,16,20,21,33,34
3,4,10,20,22,25,37
2,3,11,16,24,33,34
4,8,10,12,20,24,27
1,5,7,9,16,23,32
3,13,17,20,21,31,33
22,23,27,29,34,35,37
2,6,10,17,27,30,35
2,8,14,29,32,33,35
12,17,19,20,24,29,34
4,8,15,30,32,33,38
5,7,8,14,21,31,38
2,12,14,19,23,35,37
5,10,16,23,29,35,39
13,23,25,29,32,34,37
1,13,22,23,29,33,34
1,4,24,25,26,33,36
9,11,16,22,24,26,34
3,13,22,24,27,32,36
8,14,21,24,29,30,32
2,15,19,29,32,35,36
6,12,13,18,21,26,30
1,2,5,10,28,31,38
7,13,17,18,23,34,38
1,3,14,16,18,21,39
6,16,17,26,33,34,36
1,7,12,17,18,23,39
9,13,15,18,29,31,38
2,16,22,23,28,32,39
1,4,6,8,12,24,29
1,15,17,25,27,29,31
5,11,16,19,22,33,36
1,2,20,24,27,30,38
8,9,10,12,22,32,33
5,7,14,16,26,33,34
8,9,11,15,18,29,37
6,8,11,18,22,33,36
5,15,19,26,29,32,34
10,21,23,27,30,32,39
16,18,21,25,31,36,38
1,3,16,26,27,29,33
3,9,24,25,26,27,36
5,14,17,23,27,31,34
6,8,13,15,25,33,37
9,10,13,17,21,27,33
4,7,17,18,29,32,38
1,5,16,23,31,35,37
7,18,19,20,21,34,38
7,14,15,20,28,30,36
4,5,23,25,35,37,38
4,6,8,16,24,30,38
3,11,16,17,19,20,32
1,8,16,23,29,30,36
4,11,14,15,21,26,35
3,25,29,31,34,38,39
3,14,15,16,17,22,37
1,11,12,20,23,26,33
4,5,11,18,22,33,37
9,10,13,26,29,36,38
8,14,23,28,29,37,39
5,6,9,11,13,19,30
1,10,19,26,29,35,39
10,12,14,15,20,23,24
8,9,11,14,25,37,38
9,13,22,28,29,36,39
1,5,19,22,23,28,30
3,12,15,16,18,19,30
3,8,11,16,18,25,26
3,8,11,16,25,30,39
3,7,11,13,18,25,36
2,3,8,17,18,27,31
5,6,27,29,30,31,36
6,7,8,9,30,35,39
9,14,21,30,34,38,39
2,11,14,25,32,37,38
1,10,11,25,31,32,36
6,14,16,19,24,29,30
6,9,14,18,31,34,38
3,12,25,28,31,32,36
12,13,24,26,32,38,39
13,15,21,22,31,33,37
4,7,9,12,27,31,39
4,9,10,18,20,32,36
1,6,9,17,24,25,34
4,12,26,32,34,38,39
6,11,21,25,28,30,34
19,23,24,25,26,27,33
4,7,8,10,20,27,30
3,11,12,15,18,31,37
2,9,12,14,24,29,36
3,5,7,9,17,28,33
9,11,12,23,24,26,30
2,9,24,28,33,35,36
6,14,16,18,24,32,37
2,20,27,28,31,32,38
1,3,4,6,14,29,37
5,7,8,18,23,24,34
4,7,15,22,23,25,31
5,13,18,20,21,24,25
5,11,12,26,32,33,38
1,20,21,23,26,27,38
18,19,24,27,29,33,36
10,15,16,22,30,35,39
9,13,19,21,22,30,38
5,13,17,18,21,28,38
7,11,20,25,31,35,37
2,7,11,15,17,24,38
1,7,8,13,28,34,36
1,10,18,20,25,31,32
3,13,20,22,27,35,38
5,7,8,12,19,24,31
5,9,10,18,25,26,30
1,6,9,11,20,27,36
5,13,17,18,33,37,39
5,9,19,20,21,22,36
5,12,17,21,27,31,37
6,16,18,21,24,28,39
1,7,10,19,26,33,36
6,9,22,24,25,34,35
8,9,13,17,27,31,38
5,11,15,23,27,30,35
2,7,10,12,19,30,32
7,10,12,24,27,35,39
1,8,10,11,12,13,26
17,18,20,24,32,33,34
2,4,6,11,15,22,23
2,13,17,20,22,27,37
1,2,6,7,20,21,26
3,8,30,31,32,37,38
4,7,12,13,23,24,36
6,18,19,23,25,29,32
3,4,5,6,13,15,27
2,20,23,25,34,38,39
6,10,11,14,16,29,35
4,7,11,19,34,36,37
1,4,6,31,32,34,35
9,12,17,21,28,31,34
1,11,21,26,27,28,38
2,8,10,13,25,26,39
8,13,18,22,27,32,34
5,8,13,24,28,33,35
7,14,18,23,24,25,29
1,5,9,15,17,25,28
10,22,29,34,35,37,39
4,5,8,17,19,22,30
4,8,20,24,32,34,35
9,11,16,21,26,33,37
9,10,14,17,21,26,38
1,13,16,24,28,36,38
3,6,8,9,16,19,32
3,5,9,10,13,22,38
4,5,7,18,29,30,31
4,7,9,17,32,38,39
7,9,10,13,16,27,32
2,7,9,11,17,30,34
8,9,12,13,20,29,32
2,7,9,11,12,20,25
7,9,16,25,29,30,35
1,7,14,15,18,24,34
2,3,4,24,27,33,34
1,10,14,15,16,20,22
2,3,5,10,16,31,32
3,7,10,19,23,34,38
3,11,18,22,28,34,36
